python-charset-normalizer 3.4.4-2
python-colorama 0.4.6-6
python-contourpy 1.3.3-3
python-cryptography 46.0.5-2
python-cycler 0.12.1-4
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-dbus-fast 3.1.2-2
python-defusedxml 0.7.1-8
python-distro 1.9.0-4
python-fido2 2.1.1-1
python-firewall 2.4.0-6
python-fonttools 4.61.1-2
python-frozenlist 1.8.0-2
python-gnupg 0.5.6-2
python-gobject 3.54.5-2
python-idna 3.11-2
python-importlib-metadata 8.7.1-3
python-jaraco.classes 3.4.0-3
python-jaraco.context 6.0.1-3
python-jaraco.functools 4.1.0-3
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-keyring 25.7.0-3
python-kiwisolver 1.4.7-2
python-legacy-cgi 2.6.4-2
python-markupsafe 3.0.2-2
python-matplotlib 3.10.8-4
python-more-itertools 10.8.0-2
python-multidict 6.7.1-1
python-numpy 2.4.2-1
python-packaging 26.0-1
python-pillow 12.1.1-1
python-propcache 0.4.1-2
python-proton-core 0.7.0-3
python-proton-keyring-linux 0.2.1-4
python-proton-vpn-api-core 4.14.3-1
python-proton-vpn-local-agent 1.6.0-3
python-psutil 7.2.2-1
python-pyaml 24.12.0-2
python-pycparser 2.23-2
python-pygdbmi 0.11.0.0-6
python-pynacl 1.6.2-1
python-pyopenssl 25.3.0-2
python-pyparsing 3.3.2-1
python-pyqt6 6.10.2-3
python-pyqt6-sip 13.11.0-1
python-requests 2.32.5-3
python-secretstorage 3.3.3-7
python-sentry_sdk 2.52.0-1
python-shtab 1.8.0-2
python-six 1.17.0-2
python-termcolor 3.3.0-1
python-urllib3 2.6.3-1
python-yaml 6.0.3-2
python-yarl 1.23.0-1
python-zipp 3.21.0-4
qca-qt6 2.3.10-4
qcoro 0.13.0-1
qhull 2020.2-5
qqc2-breeze-style 6.6.0-1
qqc2-desktop-style 6.23.0-1
qrencode 4.1.1-4
qt5-base 5.15.18+kde+r109-2
qt5-translations 5.15.18-1
qt6-5compat 6.10.2-1
qt6-base 6.10.2-1
qt6-declarative 6.10.2-1
qt6-imageformats 6.10.2-1
qt6-location 6.10.2-1
qt6-multimedia 6.10.2-1
qt6-multimedia-ffmpeg 6.10.2-1
qt6-positioning 6.10.2-1
qt6-quick3d 6.10.2-1
qt6-quicktimeline 6.10.2-1
qt6-sensors 6.10.2-1
qt6-shadertools 6.10.2-1
qt6-speech 6.10.2-1
qt6-svg 6.10.2-1
qt6-tools 6.10.2-1
qt6-translations 6.10.2-1
qt6-virtualkeyboard 6.10.2-1
qt6-webchannel 6.10.2-1
qt6-webengine 6.10.2-1
qt6-websockets 6.10.2-1
qt6-webview 6.10.2-1
qtkeychain-qt6 0.15.0-3
raptor 2.0.16-9
rav1e 0.8.1-2
re2 2:2025.11.05-1
readline 8.3.003-1
rebuild-detector 4.4.5-1
reflector 2023-5
reflector-simple 2025.10-1
ripgrep 15.1.0-2
ripgrep-all 0.10.10-1
rpcbind 1.2.8-1
rsync 3.4.1-2
rtkit 0.14-1
rtmpdump 1:2.6-1
rubberband 4.0.0-1
sbc 2.2-1
sd 1.0.0-2
sdbus-cpp 2.2.1-1
sddm 0.21.0-6
sddm-kcm 6.6.0-1
sdl2-compat 2.32.64-1
sdl3 3.4.0-4
sdl3_ttf 3.2.2-3
seatd 0.9.2-1
sed 4.9-3
serd 0.32.6-1
sg3_utils 1.48-1
shaderc 2026.1-1
shadow 4.18.0-1
shared-mime-info 2.4-3
signond 8.61-3
signon-kwallet-extension 25.12.2-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
slang 2.3.3-4
slurp 1.5.0-1
smartmontools 7.5-1
smbclient 2:4.23.5-1
s-nail 14.9.25-1
snappy 1.2.2-3
sndio 1.10.0-1
socat 1.8.1.1-1
sof-firmware 2025.12.2-1
solid 6.23.0-1
sonnet 6.23.0-1
sord 0.16.20-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
source-highlight 3.1.9-16
spaceship-prompt 4.21.0-1
spandsp 0.0.6-6
spdlog 1.17.0-2
spectacle 1:6.6.0-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.341.0-1
spotify 1:1.2.79.427-1
sqlite 3.51.2-1
sratom 0.6.20-1
srt 1.5.4-1
startup-notification 0.12-9
steam 1.0.0.85-3
steam-devices 1.0.0.85-3
stoken 0.92-5
stress 1.0.7-3
stress-ng 0.20.00-2
sudo 1.9.17.p2-2
svt-av1 4.0.1-1
svt-hevc 1.5.1-3
syndication 6.23.0-1
syntax-highlighting 6.23.0-1
sysfsutils 2.1.1-2
systemd 259.1-1
systemd-libs 259.1-1
systemd-resolvconf 259.1-1
systemd-sysvcompat 259.1-1
systemsettings 6.6.0-1
taglib 2.1.1-1
talloc 2.4.4-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.15-1
tevent 1:0.17.1-2
texinfo 7.2-1
thin-provisioning-tools 1.3.1-1
thunar 4.20.7-1
thunar-archive-plugin 0.6.0-1
tinysparql 3.10.1-2
tldr 3.4.4-1
tomlplusplus 3.4.0-1
tpm2-tss 4.1.3-1
tree-sitter 0.25.10-3
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.24-1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-hack 3.003-7
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
ttf-opensans 3.003-1
tzdata 2025c-1
udisks2 2.11.0-1
unibilium 2.1.2-1
unrar 1:7.2.4-1
unzip 6.0-23
upower 1.91.1-1
usb_modeswitch 2.6.2.20251207-1
usbutils 019-1
util-linux 2.41.3-2
util-linux-libs 2.41.3-2
v4l-utils 1.32.0-1
vapoursynth 73-2
verdict 1.4.4-1
vid.stab 1.1.1-2
viewnior 1.8-7
vim 9.2.0010-1
vim-runtime 9.2.0010-1
visual-studio-code-bin 1.108.1-1
vmaf 3.0.0-2
volume_key 0.3.12-12
vpnc 1:0.5.3.r539.r239-1
vulkan-icd-loader 1.4.341.0-1
vulkan-tools 1.4.341.0-1
wacomtablet 6.6.0-1
waybar 0.15.0-1
wayland 1.24.0-1
wayland-protocols 1.47-1
wayland-utils 1.3.0-1
webkit2gtk-4.1 2.50.5-1
webrtc-audio-processing-1 1.3-5
welcome 26-1
wev 1.1.0-1
wget 1.25.0-3
which 2.23-1
wildmidi 0.4.6-1
wine 11.2-1
wine-gecko 2.47.4-2
wine-mono 10.4.1-1
winetricks 20260125-1
wireguard-tools 1.0.20250521-1
wireplumber 0.5.13-1
wl-clipboard 1:2.2.1-3
woff2 1.0.2-6
wofi 1.5.3-1
wpa_supplicant 2:2.11-5
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xbitmaps 1.1.3-2
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.11-3
xdg-desktop-portal-kde 6.6.0-1
xdg-user-dirs 0.19-2
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xf86-input-wacom 1.2.4-1
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-2
xfconf 4.20.0-2
xfsprogs 6.18.0-1
xkeyboard-config 2.46-1
xl2tpd 1.3.19-1
xmlsec 1.3.9-1
xorg-fonts-encodings 1.1.0-1
xorgproto 2025.1-1
xorg-server 21.1.21-1
xorg-server-common 21.1.21-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.5-1
xorg-xdpyinfo 1.4.0-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.5.0-1
xorg-xkill 1.0.7-1
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xwayland 24.1.9-1
xsettingsd 1.0.2-3
xterm 406-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.2-1
yad 14.2-1
yay 12.5.7-1
yyjson 0.12.0-1
zbar 0.23.93-5
zenity 4.2.1-1
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-1
zix 0.8.0-1
zlib 1:1.3.1-2
zlib-ng 2.3.3-1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-syntax-highlighting 0.8.0-1
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.0.2-1
